year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2003,21 years,14042,10511,3531,17148,10776,6372,31190,21287,9903,34536,30239,4297,42051,35107,6944,76587,65346,11241
2003,22 years,16173,12143,4030,18371,12121,6250,34544,24264,10280,35882,31227,4655,42002,35380,6622,77884,66607,11277
2003,23 years,19015,13978,5037,18594,12705,5889,37609,26683,10926,39211,33701,5510,41848,35634,6214,81059,69335,11724
2003,24 years,19201,14964,4237,17420,12238,5182,36621,27202,9419,38674,33972,4702,38431,32961,5470,77105,66933,10172
2003,25 years,18575,15360,3215,15277,11283,3994,33852,26643,7209,37912,34182,3730,34793,30673,4120,72705,64855,7850
2003,26 years,17751,14953,2798,12917,9771,3146,30668,24724,5944,37032,33963,3069,32036,28845,3191,69068,62808,6260
2003,27 years,16992,14888,2104,11702,8642,3060,28694,23530,5164,34771,32497,2274,29151,26157,2994,63922,58654,5268
2003,28 years,16219,14829,1390,10625,7911,2714,26844,22740,4104,32616,31179,1437,25725,23108,2617,58341,54287,4054
2003,29 years,15239,14377,862,9620,7435,2185,24859,21812,3047,30533,29689,844,23214,21105,2109,53747,50794,2953
2003,30 years,13946,13281,665,8712,6903,1809,22658,20184,2474,28078,27540,538,20881,19190,1691,48959,46730,2229
2003,31 years,13494,13295,199,7991,6526,1465,21485,19821,1664,27852,27736,116,19695,18305,1390,47547,46041,1506
2003,32 years,12374,12405,-31,7313,6020,1293,19687,18425,1262,26865,27039,-174,18959,17714,1245,45824,44753,1071
2003,33 years,12623,12932,-309,6710,5639,1071,19333,18571,762,26240,26767,-527,17582,16559,1023,43822,43326,496
2003,34 years,11332,11842,-510,6146,5090,1056,17478,16932,546,24541,25178,-637,16537,15538,999,41078,40716,362
2003,35 years,10784,11336,-552,5743,4895,848,16527,16231,296,23994,24665,-671,15763,15087,676,39757,39752,5
2003,36 years,9766,10630,-864,4930,4276,654,14696,14906,-210,22585,23619,-1034,14481,14001,480,37066,37620,-554
2003,37 years,9132,9771,-639,4525,3921,604,13657,13692,-35,21241,21971,-730,13528,12975,553,34769,34946,-177
2003,38 years,8893,9649,-756,4205,3701,504,13098,13350,-252,20074,20972,-898,12536,12115,421,32610,33087,-477
2003,39 years,8616,9204,-588,3946,3503,443,12562,12707,-145,19252,19852,-600,11817,11389,428,31069,31241,-172
2003,40 years,8101,8693,-592,3666,3144,522,11767,11837,-70,18115,18699,-584,11106,10439,667,29221,29138,83
2003,41 years,7638,8236,-598,3510,2989,521,11148,11225,-77,16761,17264,-503,10542,9775,767,27303,27039,264
2003,42 years,7014,7611,-597,3188,2687,501,10202,10298,-96,15607,16071,-464,9755,9048,707,25362,25119,243
2003,43 years,7174,7795,-621,3123,2678,445,10297,10473,-176,15141,15567,-426,9174,8404,770,24315,23971,344
2003,44 years,6721,7111,-390,2781,2366,415,9502,9477,25,13941,14065,-124,8466,7736,730,22407,21801,606
2003,45 years,6279,6694,-415,2584,2232,352,8863,8926,-63,12764,12926,-162,7857,7171,686,20621,20097,524
2003,46 years,5815,6243,-428,2374,2053,321,8189,8296,-107,12010,12131,-121,7229,6611,618,19239,18742,497
2003,47 years,5547,5959,-412,2283,2009,274,7830,7968,-138,10961,11145,-184,6853,6208,645,17814,17353,461
2003,48 years,5263,5667,-404,2117,1827,290,7380,7494,-114,10556,10685,-129,6584,5892,692,17140,16577,563
2003,49 years,4616,5080,-464,2111,1830,281,6727,6910,-183,9548,9751,-203,6297,5627,670,15845,15378,467
2003,50 years,4005,4385,-380,1855,1663,192,5860,6048,-188,8542,8602,-60,5775,5174,601,14317,13776,541
2003,51 years,3633,4045,-412,1739,1621,118,5372,5666,-294,8107,8137,-30,5621,5063,558,13728,13200,528
2003,52 years,3069,3363,-294,1537,1438,99,4606,4801,-195,7207,7145,62,5215,4687,528,12422,11832,590
2003,53 years,2796,3154,-358,1564,1513,51,4360,4667,-307,6867,6927,-60,5043,4642,401,11910,11569,341
2003,54 years,2508,2795,-287,1453,1350,103,3961,4145,-184,6171,6236,-65,4676,4199,477,10847,10435,412
2003,55 years,2120,2397,-277,1456,1313,143,3576,3710,-134,5385,5444,-59,4370,3948,422,9755,9392,363
2003,56 years,1867,2034,-167,1266,1219,47,3133,3253,-120,4788,4742,46,3851,3517,334,8639,8259,380
2003,57 years,1484,1695,-211,1159,1084,75,2643,2779,-136,3938,4017,-79,3305,3098,207,7243,7115,128
2003,58 years,1144,1398,-254,952,955,-3,2096,2353,-257,3330,3509,-179,2905,2795,110,6235,6304,-69
2003,59 years,993,1262,-269,852,964,-112,1845,2226,-381,3612,3812,-200,3223,3234,-11,6835,7046,-211
2003,60 years,881,1360,-479,809,1066,-257,1690,2426,-736,3813,4284,-471,3459,3682,-223,7272,7966,-694
2003,61 years,886,1417,-531,790,1034,-244,1676,2451,-775,3585,4093,-508,3534,3668,-134,7119,7761,-642
2003,62 years,819,1200,-381,868,954,-86,1687,2154,-467,3945,4226,-281,3942,3809,133,7887,8035,-148
2003,63 years,802,1396,-594,872,1072,-200,1674,2468,-794,4136,4644,-508,3854,3779,75,7990,8423,-433
2003,64 years,756,1200,-444,777,892,-115,1533,2092,-559,3833,4083,-250,3432,3314,118,7265,7397,-132
2003,65 years,815,1398,-583,815,916,-101,1630,2314,-684,3610,3962,-352,3334,3127,207,6944,7089,-145
2003,66 years,761,1210,-449,748,866,-118,1509,2076,-567,3064,3340,-276,3046,2872,174,6110,6212,-102
2003,67 years,538,922,-384,642,722,-80,1180,1644,-464,2430,2647,-217,2697,2529,168,5127,5176,-49
2003,68 years,479,794,-315,563,683,-120,1042,1477,-435,2256,2440,-184,2436,2393,43,4692,4833,-141
2003,69 years,478,765,-287,444,579,-135,922,1344,-422,1880,2081,-201,1996,2038,-42,3876,4119,-243
2003,70 years,403,673,-270,416,534,-118,819,1207,-388,1498,1676,-178,1606,1634,-28,3104,3310,-206
2003,71 years,329,564,-235,452,540,-88,781,1104,-323,1429,1571,-142,1726,1689,37,3155,3260,-105
2003,72 years,287,438,-151,353,458,-105,640,896,-256,1296,1369,-73,1641,1647,-6,2937,3016,-79
2003,73 years,287,427,-140,352,407,-55,639,834,-195,1276,1347,-71,1800,1673,127,3076,3020,56
2003,74 years,224,332,-108,320,342,-22,544,674,-130,1237,1260,-23,1768,1664,104,3005,2924,81
2003,75 years,179,284,-105,258,310,-52,437,594,-157,1137,1172,-35,1814,1758,56,2951,2930,21
2003,76 years,165,212,-47,289,269,20,454,481,-27,1020,988,32,1806,1659,147,2826,2647,179
2003,77 years,169,196,-27,263,283,-20,432,479,-47,949,933,16,1822,1711,111,2771,2644,127
2003,78 years,119,165,-46,217,239,-22,336,404,-68,837,832,5,1890,1800,90,2727,2632,95
2003,79 years,116,153,-37,207,206,1,323,359,-36,743,760,-17,1882,1808,74,2625,2568,57
2003,80 years,68,109,-41,179,201,-22,247,310,-63,691,702,-11,1854,1806,48,2545,2508,37
2003,81 years,59,79,-20,171,163,8,230,242,-12,627,638,-11,1858,1817,41,2485,2455,30
2003,82 years,65,75,-10,116,132,-16,181,207,-26,632,644,-12,1906,1912,-6,2538,2556,-18
2003,83 years,65,76,-11,111,112,-1,176,188,-12,548,560,-12,1964,1948,16,2512,2508,4
2003,84 years,42,47,-5,100,100,0,142,147,-5,435,426,9,1450,1437,13,1885,1863,22
2003,85 years,30,34,-4,67,70,-3,97,104,-7,303,299,4,980,937,43,1283,1236,47
2003,86 years,19,25,-6,62,46,16,81,71,10,227,235,-8,816,807,9,1043,1042,1
2003,87 years,17,18,-1,50,41,9,67,59,8,264,273,-9,935,931,4,1199,1204,-5
2003,88 years,20,21,-1,53,48,5,73,69,4,257,258,-1,1064,1063,1,1321,1321,0
2003,89 years,15,25,-10,50,45,5,65,70,-5,296,306,-10,1150,1166,-16,1446,1472,-26
2003,90 years,17,29,-12,39,48,-9,56,77,-21,253,276,-23,976,999,-23,1229,1275,-46
2003,91 years,7,21,-14,18,28,-10,25,49,-24,210,234,-24,803,823,-20,1013,1057,-44
2003,92 years,10,11,-1,24,28,-4,34,39,-5,186,192,-6,624,633,-9,810,825,-15
2003,93 years,6,9,-3,16,19,-3,22,28,-6,112,121,-9,532,546,-14,644,667,-23
2003,94 years,2,5,-3,8,14,-6,10,19,-9,86,90,-4,394,405,-11,480,495,-15
2003,95 years and over,19,33,-14,47,58,-11,66,91,-25,151,174,-23,745,775,-30,896,949,-53
2003,Total,429869,401834,28035,314978,240316,74662,744847,642150,102697,1003715,956268,47447,880118,784917,95201,1883833,1741185,142648
2004,under 1 year,1418,784,634,1338,704,634,2756,1488,1268,5895,4515,1380,5404,4055,1349,11299,8570,2729
2004,1 year,2697,1884,813,2555,1789,766,5252,3673,1579,11264,9783,1481,10754,9376,1378,22018,19159,2859
2004,2 years,2293,1860,433,2087,1833,254,4380,3693,687,9891,9131,760,9229,8718,511,19120,17849,1271
2004,3 years,2148,2002,146,1972,1882,90,4120,3884,236,9129,8889,240,8611,8356,255,17740,17245,495
2004,4 years,2115,1949,166,1915,1803,112,4030,3752,278,8271,7999,272,7852,7616,236,16123,15615,508
2004,5 years,2156,2146,10,2049,2000,49,4205,4146,59,7628,7538,90,7316,7198,118,14944,14736,208
2004,6 years,2149,2288,-139,2026,2167,-141,4175,4455,-280,7482,7648,-166,7179,7433,-254,14661,15081,-420
2004,7 years,2056,2219,-163,1923,1986,-63,3979,4205,-226,6755,6942,-187,6338,6388,-50,13093,13330,-237
2004,8 years,1862,1861,1,1848,1756,92,3710,3617,93,6001,5828,173,5888,5654,234,11889,11482,407
2004,9 years,1935,1699,236,1780,1617,163,3715,3316,399,5785,5304,481,5522,5100,422,11307,10404,903
2004,10 years,1939,1755,184,1813,1693,120,3752,3448,304,6141,5700,441,5797,5418,379,11938,11118,820
2004,11 years,1910,1645,265,1816,1696,120,3726,3341,385,5872,5274,598,5577,5210,367,11449,10484,965
2004,12 years,1912,1642,270,1727,1565,162,3639,3207,432,5750,5106,644,5461,5032,429,11211,10138,1073
2004,13 years,1900,1582,318,1712,1484,228,3612,3066,546,5941,5269,672,5559,5016,543,11500,10285,1215
2004,14 years,1890,1534,356,1755,1451,304,3645,2985,660,6000,5200,800,5614,4982,632,11614,10182,1432
2004,15 years,2027,1609,418,1951,1425,526,3978,3034,944,6046,5138,908,5884,4898,986,11930,10036,1894
2004,16 years,2923,1926,997,2610,1757,853,5533,3683,1850,7790,6251,1539,7266,6034,1232,15056,12285,2771
2004,17 years,3402,2438,964,3020,1966,1054,6422,4404,2018,9021,7652,1369,8996,7370,1626,18017,15022,2995
2004,18 years,4563,3435,1128,5090,3094,1996,9653,6529,3124,12148,10298,1850,14809,12042,2767,26957,22340,4617
2004,19 years,7393,5067,2326,10099,4834,5265,17492,9901,7591,17683,14314,3369,26774,20720,6054,44457,35034,9423
2004,20 years,10274,7193,3081,13788,7482,6306,24062,14675,9387,26401,22447,3954,37721,30754,6967,64122,53201,10921
2004,21 years,12914,9979,2935,16280,10677,5603,29194,20656,8538,33299,29539,3760,40604,34570,6034,73903,64109,9794
2004,22 years,15464,12231,3233,17953,12442,5511,33417,24673,8744,35865,31983,3882,41047,35376,5671,76912,67359,9553
2004,23 years,17341,13758,3583,18170,13024,5146,35511,26782,8729,37588,33497,4091,41058,35683,5375,78646,69180,9466
2004,24 years,18573,15401,3172,16936,12855,4081,35509,28256,7253,39509,35894,3615,38851,34695,4156,78360,70589,7771
2004,25 years,17873,15554,2319,15020,11956,3064,32893,27510,5383,37820,35082,2738,35649,32600,3049,73469,67682,5787
2004,26 years,17543,15854,1689,12902,10800,2102,30445,26654,3791,37505,35632,1873,32494,30542,1952,69999,66174,3825
2004,27 years,16718,15833,885,11589,9305,2284,28307,25138,3169,35888,34878,1010,29943,28046,1897,65831,62924,2907
2004,28 years,16102,15247,855,10753,8819,1934,26855,24066,2789,34299,33419,880,26942,25302,1640,61241,58721,2520
2004,29 years,15557,15425,132,9963,8275,1688,25520,23700,1820,31884,31729,155,23646,22230,1416,55530,53959,1571
2004,30 years,14715,14795,-80,9146,7682,1464,23861,22477,1384,29462,29748,-286,21424,20259,1165,50886,50007,879
2004,31 years,13379,13816,-437,7906,7014,892,21285,20830,455,27063,27527,-464,18854,18126,728,45917,45653,264
2004,32 years,13003,13558,-555,7502,6596,906,20505,20154,351,26633,27370,-737,18052,17353,699,44685,44723,-38
2004,33 years,11975,12593,-618,6772,6144,628,18747,18737,10,25593,26427,-834,17352,16891,461,42945,43318,-373
2004,34 years,12224,13033,-809,6410,5834,576,18634,18867,-233,25175,26120,-945,16153,15725,428,41328,41845,-517
2004,35 years,11210,12072,-862,5545,5251,294,16755,17323,-568,24092,25145,-1053,15028,14969,59,39120,40114,-994
2004,36 years,10642,11369,-727,5255,4912,343,15897,16281,-384,23289,24206,-917,14367,14291,76,37656,38497,-841
2004,37 years,9533,10449,-916,4629,4373,256,14162,14822,-660,21581,22709,-1128,13231,13333,-102,34812,36042,-1230
2004,38 years,9220,10073,-853,4266,3963,303,13486,14036,-550,20986,21963,-977,12290,12199,91,33276,34162,-886
2004,39 years,8803,9691,-888,3941,3777,164,12744,13468,-724,19613,20567,-954,11717,11637,80,31330,32204,-874
2004,40 years,8537,9315,-778,3810,3586,224,12347,12901,-554,18974,19796,-822,10922,10784,138,29896,30580,-684
2004,41 years,8149,8946,-797,3594,3328,266,11743,12274,-531,17863,18669,-806,10470,10206,264,28333,28875,-542
2004,42 years,7667,8444,-777,3323,3129,194,10990,11573,-583,16762,17419,-657,9630,9362,268,26392,26781,-389
2004,43 years,7295,7713,-418,2967,2804,163,10262,10517,-255,15692,15908,-216,9109,8777,332,24801,24685,116
2004,44 years,7486,7890,-404,3051,2867,184,10537,10757,-220,15158,15314,-156,8881,8547,334,24039,23861,178
2004,45 years,6914,7417,-503,2672,2573,99,9586,9990,-404,13945,14162,-217,7934,7639,295,21879,21801,78
2004,46 years,6608,7071,-463,2551,2417,134,9159,9488,-329,12903,13129,-226,7334,6897,437,20237,20026,211
2004,47 years,6158,6707,-549,2335,2218,117,8493,8925,-432,12022,12310,-288,6852,6488,364,18874,18798,76
2004,48 years,5872,6276,-404,2260,2161,99,8132,8437,-305,11312,11454,-142,6487,6096,391,17799,17550,249
2004,49 years,5394,5767,-373,2181,1992,189,7575,7759,-184,10426,10506,-80,6194,5696,498,16620,16202,418
